title,link,description,price
SMEG Spa - CVIU138,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2409721,Compact Cooler,
Sub-Zero - DEU1550B*/*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2376295,Compact Refrigerator,
LG - LSBNC1021*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2329142,Bottom Freezer,
DCS - RF24DE4,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380763,Compact Refrigerator,
Marvel - MODR*24-SS71A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380756,Compact Refrigerator,
Marvel - MPDR424-SS71A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380757,Compact Refrigerator,
VIKING - VDUO5241DSS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380752,Compact Refrigerator,
Beko - BFBF2414WH,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2356426,Bottom Freezer,
Blomberg - BRFB1045SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2356345,Bottom Freezer,"$1,349.00"
Beko - BFBF2414SL,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2356424,Bottom Freezer,
Blomberg - BRFB1045WH,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2356346,Bottom Freezer,
Beko - BFBF2414SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2356425,Bottom Freezer,
Lynx - LN24DW*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380755,Compact Refrigerator,
Marvel - MPDR424-IS71A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380754,Compact Refrigerator,
Liebherr - C5250,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2406366,Bottom Freezer,
Twin Eagles - TEOR242-G,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380753,Compact Refrigerator,
VIKING - VDUO5240DSS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2265688,Compact Refrigerator,
Liebherr - SC5781,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2406369,Bottom Freezer,
DCS - RF24DE3,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2235167,Compact Refrigerator,
Marvel - MPBV415-SS31A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380738,Compact Refrigerator,
Signature Kitchen Suite - SKSCW241**,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2388391,Cooler,
Signature Kitchen Suite - SKSUD2402*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2378014,Upright Freezer,
DOMETIC - DM50C D,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2396051,Compact Refrigerator,
Signature Kitchen Suite - SKSUD2402*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2378014,Upright Freezer,
DOMETIC - DM50C D,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2396051,Compact Refrigerator,
Marvel - MPBV415-SS31A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380738,Compact Refrigerator,
Marvel - MPWC415-SS31A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380740,Compact Refrigerator,
MicroChill - MCH3G14,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2217128,Compact Refrigerator,
Marvel - MLWC*15-IS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380697,Compact Refrigerator,
Lynx - LN15REF*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380698,Compact Refrigerator,
Frigidaire - EFR180,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2362096,Compact Refrigerator,
Marvel - MLBV*15-IS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380699,Compact Refrigerator,
Marvel - MLRE*15-SS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380700,Compact Refrigerator,
Marvel - MLRE*15-IS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380702,Compact Refrigerator,
Marvel - MLWC*15-SS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380701,Compact Refrigerator,
Frigidaire - EFR177-B-BLUE,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372971,Compact Refrigerator,
Marvel - MLBV*15-SS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380703,Compact Refrigerator,
Marvel - MORE*15-SS31A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380704,Compact Refrigerator,
Liebherr - MW 1801,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2385535,Cooler,
RCA - RFR115-C-BLACK,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372977,Compact Refrigerator,
Frigidaire - EFR107-WHITE,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372975,Compact Refrigerator,
RCA - RFR176-B-RED,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372978,Compact Refrigerator,
Frigidaire - EFR107-B-WHITE,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372976,Compact Refrigerator,
Lynx - LN15REF*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380698,Compact Refrigerator,
Frigidaire - EFR115-B-BLACK,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372970,Compact Refrigerator,
Frigidaire - EFR177-B-BLUE,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372971,Compact Refrigerator,
Frigidaire - EFR177-B-RED,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372972,Compact Refrigerator,
Frigidaire - EFR115-C-RED-COM,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372973,Compact Refrigerator,
Frigidaire - EFR115-B-RED,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372974,Compact Refrigerator,
Frigidaire - EFR107-WHITE,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372975,Compact Refrigerator,
Miele - KWT 6722 iS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2385540,Cooler,
Frigidaire - EFR107-B-WHITE,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372976,Compact Refrigerator,
RCA - RFR115-C-BLACK,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372977,Compact Refrigerator,
RCA - RFR176-B-RED,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372978,Compact Refrigerator,
Beko - BFBF2412SL,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2331795,Bottom Freezer,
COCA COLA - CRF16CK,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2353783,Compact Refrigerator,
Liebherr - ICB5160IM,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2402236,Bottom Freezer,
Beko - BFBF2412SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2331796,Bottom Freezer,
Marvel - MLRE*15-IS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380702,Compact Refrigerator,
Blomberg - BRFB1044SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2331798,Bottom Freezer,
Marvel - MLWC*15-IS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380697,Compact Refrigerator,
RCA - EFR180,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2384685,Compact Refrigerator,
Blomberg - BRFB1044WH,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2331799,Bottom Freezer,
Frigidaire - EFR107-WHITE,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372975,Compact Refrigerator,
Liebherr - ICN 51030,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2393298,Bottom Freezer,
Miele - K31222UI,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2321539,Compact Refrigerator,
Liebherr - ICS5101,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2402234,Bottom Freezer,
Fisher & Paykel - RS30S,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2320384,Freezerless and Single Door,
Liebherr - UR500,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2321538,Compact Refrigerator,
Liebherr - ICNS 51031,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2393297,Bottom Freezer,
Liebherr - MW 2401,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2385537,Cooler,
Miele - KFN 7734 D,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2393300,Bottom Freezer,
Liebherr - MW 2400,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2385536,Cooler,
Liebherr - ICNS 51030,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2393296,Bottom Freezer,
Liebherr - ICS5100,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2402233,Bottom Freezer,
Signature Kitchen Suite - SKSCW181**,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2388390,Cooler,
Miele - KFN 7784 D,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2393301,Bottom Freezer,
Liebherr - IC5100PC,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2402235,Bottom Freezer,
Blomberg - BRFB1532SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2402114,Bottom Freezer,
Beko - BFBF2815SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2402113,Bottom Freezer,
Avanti - RMRS31X**-IS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372511,Compact Refrigerator,
Liebherr - MRB3000,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2330833,Freezerless and Single Door,
LG - LRONC0705*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2363319,Compact Refrigerator,$549.00
Beko - BFBF2815SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2402113,Bottom Freezer,
Avanti - RMRS31X6BL-IS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2372512,Compact Refrigerator,
Liebherr - MRB3000,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2330833,Freezerless and Single Door,
Summit - FFBF283SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2470958,Bottom Freezer,
Marvel - MLDR*24-IS61A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380723,Compact Refrigerator,
Marvel - MLDR*24-SS61A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380721,Compact Refrigerator,
VIKING - VDUI5241DSS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380722,Compact Refrigerator,
LG - LRONC1414*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2394986,Freezerless and Single Door,
Fisher & Paykel - RS24S,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2320375,Freezerless and Single Door,
Marvel - MLWC*24-IS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380712,Compact Refrigerator,
Fire Magic - 3589-DL,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380713,Compact Refrigerator,
VIKING - VRUO5241DRSS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380714,Compact Refrigerator,
Marvel - MLBV*24-IS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380715,Compact Refrigerator,
Lynx - LN24REF*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380716,Compact Refrigerator,
VIKING - VRUO5241DLSS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380717,Compact Refrigerator,
Marvel - MLBV*24-SS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380711,Compact Refrigerator,
Twin Eagles - TEOR24-G,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380720,Compact Refrigerator,
DCS - RF24*E4,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380719,Compact Refrigerator,
Sub-Zero - ID-36R,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2362582,Compact Refrigerator,
Marvel - MORE*24-SS*1A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380710,Compact Refrigerator,
Midea - WHD-125FBS2,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2311027,Compact Refrigerator,
Marvel - MLBV*24-SS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380711,Compact Refrigerator,
Beko - BFBF2815SSIM,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2402115,Bottom Freezer,
Blomberg - BRFB1542SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2402116,Bottom Freezer,
VIKING - VRUO5241DLSS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380717,Compact Refrigerator,
DCS - RF24*E4,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380719,Compact Refrigerator,
Twin Eagles - TEOR24-G,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380720,Compact Refrigerator,
Marvel - MLWC*24-IS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380712,Compact Refrigerator,
Fire Magic - 3589-DL,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380713,Compact Refrigerator,
VIKING - VRUO5241DRSS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380714,Compact Refrigerator,
Sub-Zero - ID-30R,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2362581,Compact Refrigerator,
Samsung - RR14T7414**,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380518,Freezerless and Single Door,
Beko - BFBF30216SSIM,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2401172,Bottom Freezer,
Lynx - LN24REF*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380716,Compact Refrigerator,
Norpole - NPDR340STE,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2288047,Compact Refrigerator,
Fire Magic - 3589-DR,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380718,Compact Refrigerator,
Blomberg - BRFB21622SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2401173,Bottom Freezer,
Marvel - MLRE*24-IS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380735,Compact Refrigerator,
Marvel - MLRE*24-SS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380736,Compact Refrigerator,
Liebherr - MRB2400,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2330832,Freezerless and Single Door,
Marvel - MLRE*24-IS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380735,Compact Refrigerator,
Marvel - MPWC415-IG31A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380772,Compact Refrigerator,
Beko - BFBD30216SSL,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2401191,Bottom Freezer,
DCS - RF24*E4,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380719,Compact Refrigerator,
Midea - WHD-125FBS1,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2291924,Compact Refrigerator,
Dacor - DRR36980***,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2293044,Freezerless and Single Door,"$7,499.00"
Twin Eagles - TEOR24-G,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380720,Compact Refrigerator,
Blomberg - BRFB21612SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2401190,Bottom Freezer,
Beko - BFBF30216SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2401189,Bottom Freezer,
Beko - BFBF30116SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2401188,Bottom Freezer,
Beko - BFBD30216SS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2401187,Bottom Freezer,
Midea - WHD-125FBS2,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2311027,Compact Refrigerator,
Beko - BFBD30216SSIML,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2401185,Bottom Freezer,
Beko - BFBF30116SSIM,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2401184,Bottom Freezer,
Beko - BFBF30216SSIML,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2401176,Bottom Freezer,
Samsung - RR14T7414**,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380518,Freezerless and Single Door,
Summit - FFBF284SSIM,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2470957,Bottom Freezer,
Sub-Zero - ID-27R,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2211715,Compact Refrigerator,
Marvel - MPBV415-IG31A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380733,Compact Refrigerator,
Marvel - MPBV415-SG31A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380734,Compact Refrigerator,
Marvel - MPBV415-SG31A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380734,Compact Refrigerator,
Bosch - B30IB905SP,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2365289,Bottom Freezer,"$6,499.00-$8,999.00"
Thermador - T30IB905SP,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2365287,Bottom Freezer,
Gaggenau - RB472705,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2365288,Bottom Freezer,
Beko - BBBF2410IM2,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2381697,Bottom Freezer,
Signature Kitchen Suite - SKSCR3001*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2303377,Freezerless and Single Door,
Blomberg - BRFB1052FFBI2,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2375169,Bottom Freezer,
Marvel - MLWC*15-SG01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380689,Compact Refrigerator,
Fisher & Paykel - RS2484W***#,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2359704,Bottom Freezer,
Samsung - RF28R6222**,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2370350,Bottom Freezer,
Lynx - LN15WINE*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380687,Compact Refrigerator,
Marvel - MORE*15-SS01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380688,Compact Refrigerator,
Blomberg - BRFB1051FFBI2,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2375165,Bottom Freezer,
Marvel - MLRE*15-SG01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380690,Compact Refrigerator,
Marvel - MLRE*15-IG01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380691,Compact Refrigerator,
Miele - KF 2802 Vi,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2365362,Bottom Freezer,
Marvel - MLBV*15-IG01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380693,Compact Refrigerator,
VIKING - VWUI5151GSS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380696,Compact Refrigerator,
Marvel - MLBV*15-SG01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380695,Compact Refrigerator,
Marvel - MLWC*15-IG01A,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380694,Compact Refrigerator,
VIKING - VWUI5151GSS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2380696,Compact Refrigerator,
Avalon - A1-3.1CFDDSS,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2263342,Compact Refrigerator,
Keystone - KSTRC312CB,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2389867,Compact Refrigerator,
Gaggenau - RB492705,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2365291,Bottom Freezer,
Midea - MRM31D2BST,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2426498,Compact Refrigerator,
Keystone - KSTRC312CW,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2389868,Compact Refrigerator,
Midea - WHD-113FB1,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2349354,Compact Refrigerator,
Midea - WHD-113FSS1,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2349353,Compact Refrigerator,
Fisher & Paykel - RS3084W***#,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2359707,Bottom Freezer,
Thermador - T36IB905SP,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2365290,Bottom Freezer,
Avalon - A1-3.1CFDDBLK,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2263341,Compact Refrigerator,
Arcitc King - ATMP032AEB,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2260798,Compact Refrigerator,
Arcitc King - ATMP032AES,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2260799,Compact Refrigerator,
Honeywell - H31MRS*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2384738,Compact Refrigerator,
Master Chef - 043-0291-4,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2370392,Compact Refrigerator,
Newair - NRF031BK00,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2381213,Compact Refrigerator,
Midea - HD-113F,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2349059,Compact Refrigerator,
Newair - NRF031****,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2381214,Compact Refrigerator,
Honeywell - H31MRB*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2384737,Compact Refrigerator,
Miele - KF 2902 Vi,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2365363,Bottom Freezer,
Arctic King - ATMP031AET,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2274418,Compact Refrigerator,
Arctic King - ATMP031AEW,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2274419,Compact Refrigerator,
Arctic King - ATMP031AEB,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2274416,Compact Refrigerator,
Keystone - KSTRC312CW,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2217369,Compact Refrigerator,
Arctic King - ATMP031AES,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2274417,Compact Refrigerator,
Arctic King - FKATMP031AEW,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2210485,Compact Refrigerator,
Arctic King - FKATMP031AEB,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2210484,Compact Refrigerator,
Newair - NRF031GA00,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2381215,Compact Refrigerator,
Arctic King - ARM32D5ABB,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2378083,Compact Refrigerator,
Perfect aire - 3W2WF32,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2326439,Compact Refrigerator,
Perfect aire - 3W2BF32,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2326438,Compact Refrigerator,
Keystone - KSTRC312CB,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2217368,Compact Refrigerator,
Emerson Radio Corp - CR510VSE*,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2393890,Compact Refrigerator,
Newair - NRF031BK00,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2381213,Compact Refrigerator,
Criterion - CCR312DCE2S,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2368667,Compact Refrigerator,
Miele - KF 2902 Vi,https://www.energystar.gov/productfinder/product/certified-residential-refrigerators/details-plus/2365363,Bottom Freezer,
